,title,time_stamp,article
0,传统电影节线上办 这法子只能说部分靠谱,2020年05月15日 11:39,"  受疫情影响,很多电影节纷纷取消线下活动,改为举办线上展映,而线上电影节的优势与弊端都很明显。国内策展人表示,未来只有在保证线下仍为主流和基础不变的前提下,线上的互联网思维也可以发挥其优势和积极性,两者相得益彰互相促进。<sep>  因为疫情原因,今年的各大国际电影节纷纷取消了其线下活动。自美国西南偏南电影节起,多个主流电影节宣布取消或延期,而原本于5月12日至23日举行的法国戛纳电影节也宣布延期举行。本来进行世界首映的影片无法与观众见面,销售代理商难以为影片找到合适的买家,营销战线拖长,片方无法收回成本,电影节的延期并不仅仅是“迟到”而已。<sep>  与此同时,一些电影节组委会和创办者试图改变目前的僵局。原定3月13日开幕的西南偏南电影节宣布取消后率先与亚马逊达成合作,在4月27日至5月6日举办线上展映,非亚马逊会员也可以在该平台免费观看;YouTube与戛纳、柏林、威尼斯等20个重要电影节合作举行在线影展;纽约电影节宣布将采取线上和线下相结合的方式举行。在国内,由北京国际电影节和爱奇艺联合主办的春季在线影展选在了5月1日至5月5日的小长假期间举行。线上电影节在疫情的特殊时期似乎迅速形成规模。<sep>  为此新京报专访国内策展人、影评人奇爱博士,从策展人思路谈线上电影节的优势与弊端。<sep>  <sep>  <sep>  在各大电影节纷纷延期或者取消线下活动之后,美国视频网站YouTube近日联手20个重要电影节组委会,计划将于5月29日至6月7日举行全球电影节(“We Are One: A Global Film Festival”),期间世界各地的电影爱好者可以在线上免费观看参展作品。参加的电影节有法国戛纳、德国柏林、意大利威尼斯等国际A类电影节,以及加拿大多伦多电影节、美国翠贝卡电影节、美国圣丹斯电影节等等。参与的影片由各自组委会选定,内容则囊括了电影长片、短片、纪录片、音乐片、喜剧片以及业内研讨会、大师班等,全部内容均免费播放且期间不会插播广告。<sep>  美国翠贝卡公司及翠贝卡电影节联合创办人、首席执行官简·罗森塔尔在一份声明中表示:“‘我们在一起:全球电影节’联手策展人、艺术家和作家,为全球观众提供娱乐和慰藉。在与我们卓越的电影节伙伴和YouTube的通力合作下,我们希望所有观众都能体会到各个电影节的独特之处,欣赏并感受电影的艺术和力量。”<sep>  国内著名策展人、影评人奇爱博士在接受新京报专访时提到,电影节是为了产业服务的,在特殊时期的限量放映也是为了影片后面的更大规模全线推广,起到超前宣传的作用。在世界任何一个电影节,都无法满足让几万观众看到影片的需求,线上电影节不受地域、人数的限制,已经超过了日常的电影放映规模,这是线下电影节所不具备的优势。<sep>  <sep>  此前张大磊、万玛才旦等文艺片导演都曾向新京报记者表示,作为电影创作者本质上还是会选择大银幕首映,“如果离开影院只能算看过剧情,但电影不能只有剧情。”无疑对于大部分导演来说仍有“大银幕情结”。<sep>  与此同时,仍有大部分很少有机会参与到线下电影节和相对不太担心盗版问题的影片,比如纪录片、学生作品、小成本电影、实验短片、网络电影作品,线上电影节能够为其得到一定的曝光和肯定,甚至收回制作成本。纪录片导演蒋能杰就曾在网络公开传播自己拍摄近十年的一部纪录片片源,“因为没法公开放映和传播,只能私下分享下载链接,希望能有学术交流或者爱好者分享观感。”<sep>  在今年北影节春季在线影展参展影片之一的《春潮》映后谈中,主演郝蕾也提到,“拍一部电影的目的是让更多人看到,在网络播放意味着会有更多人去关注它,从这个角度而言,这是一件好事。”<sep>  这些影片没有强烈商业诉求,更注重影片本身的社会价值或者与观众的互动探讨,或者可以成为线上电影节的首选。也因此,线上影展不仅仅是将活动挪到线上,更将完善行业模式,为整个行业本身带来希望。<sep>  <sep>  <sep>  虽然线下的方式逐步成为各大电影节考虑的形式之一,但受版权问题困扰,依然无法顺利推进。戛纳电影节艺术总监蒂耶里·福茂就曾表示,“用电脑看韦斯·安德森或者保罗·范霍文的电影?什么是数字电影节?我们必须开始询问那些版权所有人是否同意。”;“导演和制作人都不会想要一个‘可能会让他们的作品在iPhone上播放’的线上影展。”<sep>  奇爱博士也认为,在国内做线上影展既有复杂的审批流程,又有版权问题,还有版权保护的问题。而且首先带来的问题就是观影体验上的大打折扣。因为一旦进行线上播放,就意味着有可能遭遇盗版资源泛滥的问题。<sep>  在本届北京国际电影节春季在线影展中,出于版权的保护,《春潮》《婚姻故事》等片都使用了防盗版技术,只能在手机App上观看,不能投屏,不能在平板电影和PD端观看。这也使得观看时候无可避免地损失掉一部分观影体验,无法达成大银幕的效果。同时大量的声画错位、弹幕剧透、延时播放等技术问题也没有让影展达到预期的交流效果。<sep>  <sep>  今年的北影节春季在线影展全部在爱奇艺线上放映,影片几乎全部来自爱奇艺已有的库存,且所有影片均需付费观看。而2019年的北影节展映时间长达半个月,涵盖200多部影片,共有30家影院、58块银幕参与,涉及多个展映和评奖单元。<sep>  在今年的春季影展上,三部热门片《婚姻故事》很早以前已经有资源流出;《一百零八》以汶川大地震为背景,缺乏亮眼卡司;《春潮》在一年前的上影节、FIRST青年电影展都已展映并非首映。片单上的其他影片则都以老片为主。<sep>  这一现象并非只出现于国内电影节。出于版权销售等商业利益和线下放映的仪式感等方面原因,优质新片在各大影展中都是少数,大部分都是问世已经有一段时间的旧片。同样从西南偏南和YouTube电影节的片单即可看出,其体量有多幅度缩减,大部分剧情长片都没有参与线上展映,也就难以做到真正的以影片来吸引观众。<sep>  <sep>  今年的北影节线上影展效仿以往的形式划分为“浪潮上岸”“热带季风”“女性瞬间”“光影书写”和“音浪狂想”五个展映单元,还保留了此前电影中的抢票环节,并只能在固定时段收看。但由于影展是在活动开始的前一天才公布片单,没有时间做大规模宣传,又大多数是影迷熟悉的影片,因此并没有吸引到更多关注。<sep>  同时今年线上影展请到了陈凯歌、佟大为、谭卓担任特邀策展人。这些创作者更多是起到宣传影展的作用,在排片、策展方面的想法则几乎没有被提及。<sep>  奇爱博士认为,成熟的互联网互动模式并不适合对于电影节已经有了自己诸多看法和意见的影迷群体。线上电影节缺乏了以往影迷抢票、排观影时间表、奔波观影等仪式化的行为,且并没有与专业策展人有更多的互动,因此也导致了这个基础上的抢票活动并没有收获预期效果。而且从策展思路来看,每个单元的命名和内容挖掘并没有达到契合标准,更没有发挥出实质的定位和编排作用,这方面无疑还需要提升。<sep>  <sep>  <sep>  在今年4月份,戛纳电影节艺术总监蒂耶里·福茂就曾表示:“电影节不会采取虚拟的形式举行,因为考虑到戛纳电影节的本质,那是没有意义的。一个电影节并不是放映电影那么简单,还包括无数线下活动,例如红毯仪式、大师班、映后交流、行业论坛、艺术展览、市场交易、新闻发布会、以及开幕闭幕等。这是一套完整的文化产品体系,那些具有文化品牌性和艺术交流的作品,大多数都是线上形式无法替代的。”<sep>  威尼斯国际电影节主席罗伯托·西库托此前在采访中也坚持宣称,威尼斯国际电影节将不会延期,仍将于9月2日至9月12日举行,并且不会被线上活动所取代。他希望意大利政府能够采取有效措施抵御病毒蔓延,以便届时能够在安全开放电影院、为电影节的顺利举办提供保障。而多伦多电影节也正考虑在必要的时候,举办将线上和线下结合在一起的电影节活动。<sep>  同时,超过三十个美国地区性电影节已经签署了一份联名承诺书,允许参展电影在线上放映,且不影响今后参与其他电影节。<sep>  <sep>  <sep>  奇爱博士认为:“大型国际电影节和一线影片首映都是为电影产业服务的,戛纳电影节是现在电影节中影响力最大的,一部电影打上棕榈叶的logo,是未来进入电影产业的重要认定。如果戛纳无法顺利举行,对后续的产业和展映都有巨大影响。福茂现在在线上保留电影产业的推进,把一些电影打上戛纳的认证,或者与其他电影节合作逐步露出,都是为了在今年这样的特殊之年让戛纳继续发挥自己不可取代的作用。 同时,在现有的电影节文化体系当中,以往每年5月举行的戛纳电影节都是这一年的电影开局,也因此决定了分别在戛纳前后一个月举行的国内北影节、上影节一个重在总结盘点、一个重在新作展映,两个电影节的内容有了质的不同。对于今年将延期的北影节、上影节,戛纳电影节通过线上的方式继续发挥影响力和各项措施也会是很好的消息。”<sep>  他还表示,疫情过后线上电影节仍会有一定的发展,且与线下电影节互为补充。“《囧妈》院线转网络引发的争议,值得我们关注和正视。未来在保证线下仍为主流和基础不变的前提下,线上的互联网思维也可以发挥其优势和积极性,两者相得益彰互相促进。比如《唐探》等网剧网大也可以在过审的前提下适量做线下点映。”<sep>  或许疫情期间“院转网”所带动的云观影、云路演等线上发行模式的新兴与探索一样,线上电影节或电影节的部分线上活动也将成为未来常态,并逐步更加完善。<sep>  新京报记者 李妍<sep>(责编:小万)"
0,伍迪艾伦新片韩国发力 33.9万美元夺全球票房冠军,2020年05月15日 11:44,"  新京报讯(记者 周慧晓婉)5月15日,据外媒报道,根据Box Office数据显示(数据截至时间为5月14日凌晨2点35分),由伍迪·艾伦执导,“甜茶”提摩西·查拉梅、艾丽·范宁等主演的《纽约的一个雨天》拿下了本周的全球票房冠军,该片其周末票房总收入为33.9万美元。<sep>  有分析师认为该成绩的获得也得益于韩国院线的复工——4月29日,韩国最大院线CGV宣布重启开业,进而促使逐步正常化的韩国影院迎来疫情后的首个票房高峰。随后,伍迪·艾伦作品《纽约的一个雨天》于5月6日正式登陆韩国院线。据韩国电算网显示,截止5月14日该片累计票房5.37亿韩元(约合46万美元)。甚至有评论认为是“正在正常化的韩国院线”拯救了全球票房榜,而这也会成为年过八旬的伍迪·艾伦自己都没有想到的“疫情期间诞生的意外惊喜”。<sep>  新京报记者 周慧晓婉<sep>(责编:小万)"
0,恒业影业发布2020年度片单 《误杀》将拍续集,2020年05月15日 07:24,"  新浪娱乐讯 5月14日晚,恒业发布2020年度片单,去年的黑马电影《误杀》的续集《误杀2》名列其中,但编剧换了人。其他还包括张冀担任剧本顾问的体育题材电影《中国乒乓》、惊悚悬疑片《京城81号3》、落落导演/编剧的剧情片《婚礼的那一天》等。<sep>  在恒业的发行片单里还出现日本动画《海兽之子》《数码宝贝》20周年纪念剧场版,以及筱原凉子、广濑铃等出演的日版《阳光姐妹淘》。另外,鹏飞导演的中日合拍片《又见奈良》也出现在发行片单中。这些影片有望在2020年与中国内地观众见面。<sep>(责编:小万)"
0,刘亦菲《花木兰》千人试镜 看国外如何选角,2020年05月14日 14:34,"  如果没有疫情,3月底我们已经看到真人版《花木兰》了。此前,关于刘亦菲适不适合演《花木兰》的讨论几番上了热搜,但不管怎样,这毕竟是迪士尼在经历了为期一年的搜寻,面试了近1000位试镜演员后的慎重决定。其实,看起来选角是一个筛选演员的过程,考验的是演员,紧张的是演员,但实际上,选角导演在其中也会很激动和紧张。演员不知道自己的表演是什么,选角导演也一样,既期待又担忧。可以说,试镜是一个非常激动人心的事情,整个过程就像是一场大型试验,自由又充满乐趣。<sep>  笔者在海外多年,有幸参与过几次小小试镜——在澳大利亚跟着当时的老板去选素人演员,在美国的某电视剧里有幸参与了导演组,在英国帮一个澳大利亚导演试镜本土演员,还有一次陪着一位导演朋友从维也纳到法国再到德国挨个找演员,聊天一般地去挑选中意的男女主。几次经历都不一样,但总的来说,选角中试戏肯定是最重要的,但是除却考虑演员的外形、台词功底、表演天赋与经验之外,演员的档期、片酬、咖位也会有一个大数据一样的表单。<sep>  就好莱坞而言,在独立制片和制片公司共分天下之后,选角已经成了成熟商业体系里的一部分,从专业的选角公司、演员资料库,到价值评估档案,整套流程下来像极了专业标准的流水线作业。但这套体系,看起来又是最为守恒的,制衡了导演、制片人和投资方等多方的权力。<sep>  最基本的顺序和步骤,如我几年前的观察和经历,即先找一个熟悉的选角团队,这个团队体系下的选角导演就开始通过各种渠道寻找合适的演员。一般来说,选角体系下的选角导演也会有自己的备用演员资料库,他们也会联系演员工会,工会按照演员需求给出所有符合条件的演员,再看档期是否合适。如此,一个待选演员名单就落地成果,但这还没到可以约定时间进行面试的时候。<sep>  对着名单,选角团队会有一个自家体系下的公式推导,总之大概就是会通过测算演员最近作品的涨跌情况、近年来个人的各种热度数据、片酬、投资回报率和人气指数等元素,得出每个演员各自的动态价值系数,然后拿给投资方看。最终,在合适的预算下,选取合适的演员进入候选,这才到了试镜阶段。<sep>  而试镜的时候,除了导演和制片人外,演员工会的经纪人也会参加。试镜的时候,演员对着摄影机来完成给出的表演题目。有时候,为了大批量过滤,还会进行远程试镜,即给一个剧本片段,让演员自己对着摄影机试戏,然后提交录制的片段。如果过了初选,才会有和导演面对面的试镜环节,即二轮。很多时候,一次试镜要经过三轮以上,对于重要的角色来说,还会让两个候选演员定妆后来一场对戏,试他们之间的对手戏感觉,看他们互动的火花对不对味。<sep>  但是对于独立导演来说,没有选角团队,就没有这么多流程,由自己带着助理去试镜演员,甚至还更多了几分“培养和鼓励”的意义在其中。一个有很多作品背书的演员,可能就真的在气质上不适合这个角色;一个纯小白的素人演员,可能挖掘挖掘就有“导演想要的那个感觉”。这也是为什么很多独立电影导演喜欢找半新人来演戏,因为一张白纸可以涂成自己想要的模样。当然,和节约成本、作品体量也有干系。<sep>  在几次陪独立导演试戏的经历中,那个澳大利亚导演很有意思,当时一个英国女孩一推门,那个感觉就很符合导演剧本里的角色。但是一试戏,发现有点“尬”。这可怎么办呢?导演以为是她紧张,演得太用力了,就给她讲笑话,和她聊天,等她放松下来,又让她试了一遍,然后发现演“过头”了。于是,导演就让这个英国女孩对着墙上的一面镜子,先“面对自己”,然后再找“最自然的感觉”。<sep>  在几次有幸参与的浅薄经历里,我见过导演看演员演得毫无生机气得当场停止试戏的,见过演员耍大牌闹脾气撂挑子摔门走人的,还见过演员试戏给了在场的编剧灵感,当场把剧本情节修改了的。总之,在选角的过程中,有一个“道理”是一直守着的,就是选角之前,角色大于演员;但试镜之后,就是演员高于角色。而多数时候,不管在哪个国家,不管项目是大还是小,选角里最关键的试镜环境,不是可以被标准化衡量、流水线代替的固定流程,而是一种具有自主性的艺术创作过程。这个过程里,激发的是演员,也反作用于导演和编剧。<sep>  □秋小墨(剧评人)<sep>(责编:小万)"
0,6集《冰雪奇缘2》幕后制作纪录剧集6月26日上线,2020年05月14日 16:51,"  新京报讯 5月14日,据外媒报道,迪士尼打造的《冰雪奇缘2》幕后制作纪录剧集《未知的真相:制作冰雪奇缘2》(Into the Unknown::Making Frozen 2,暂译),将于6月26日上线Disney+。该剧共6集,将带领观众探索《冰雪奇缘2》的幕后故事。<sep>  《冰雪奇缘2》是由克里斯·巴克、珍妮弗·李执导的动画电影,是2013年电影《冰雪奇缘》的续集,由克里斯汀·贝尔、伊迪娜·门泽尔等领衔配音。在第47届美国动画安妮奖中,《冰雪奇缘2》获得了最佳动画视效、最佳动画配音两项大奖。<sep>(责编:小万)"
0,两部门:暂免征收国家电影事业发展专项资金政策,2020年05月14日 12:35,"  财政部 国家电影局公告2020年第26号<sep>  为支持电影行业发展,现将暂免征收国家电影事业发展专项资金政策公告如下:<sep>  一、湖北省自2020年1月1日至2020年12月31日免征国家电影事业发展专项资金;其他省、自治区、直辖市自2020年1月1日至2020年8月31日免征国家电影事业发展专项资金。<sep>  二、符合本公告规定的免征条件,但缴费人在本公告发布之日前已缴费的,可抵减缴费人以后月份应缴纳的国家电影事业发展专项资金或予以退还。<sep>  财政部 国家电影局<sep>  2020年5月13日<sep>(责编:Koyo)"
0,电影《沙丘》发新剧照 甜茶持刀严阵以待,2020年05月16日 10:27,"  新浪娱乐讯 好莱坞科幻动作片《沙丘》发布全新剧照,“甜茶”提莫西·查拉梅全新造型曝光,年轻的公爵继承人保罗·厄崔迪一袭白色衬衫,<sep>  该片由丹尼斯·维伦纽瓦执导,聚集了丽贝卡·弗格森,奥斯卡·伊萨克,乔什·布洛林,斯特兰·斯卡斯加德,戴夫·巴蒂斯塔,斯蒂芬·麦金利·亨德森,赞达亚,大卫·达斯马齐连,张震,夏洛特·兰普林,杰森·莫玛,哈维尔·巴登等出演。2020年12月18日北美上映。<sep>(责编:小万)"
0,小沈阳片场探班张艺谋晒合影 感叹11年转眼一瞬间,2020年05月13日 11:37,"  新浪娱乐讯 5月13日,小沈阳<sep>在微博晒出探班导演张艺谋的合影,发文表示:“2009-2020十一年转眼一瞬间,当我出现在导演面前时,导演说我穿越了,剧组里大部分都是以前的班底 ,好亲切呀!” 照片中小沈阳与张艺谋在片场对镜灿笑合影,氛围十分温馨。据悉,小沈阳曾于2009年出演张艺谋的电影《三枪拍案惊奇》,此次小沈阳去片场探班张艺谋,网友纷纷直呼“留下时代的眼泪!”"
0,个人观影如何防护?专家建议:少约朋友,2020年05月13日 15:49,"  新京报快讯(记者 许雯)5月13日,国务院联防联控机制就新冠肺炎疫情常态化防控工作情况举行发布会。日前国务院发文提出影剧院预约限流开放,个人前往影剧院该如何防护?中国疾控中心环境所所长施小明建议,减少与朋友相约观影,尽量自己或者陪同家人观影。<sep>  施小明表示,一是优先采取网上购票或者是现场扫码购票的方式;在现场购票或者购买其他物品时需要保持一米线的社交距离。<sep>  二是尽量避免直接用手触碰影剧院的公共设备或者设施表面,特别要加强手卫生,勤洗手或者手消毒剂、消毒湿巾的使用,打喷嚏时用纸巾、手臂肘部遮挡口鼻。<sep>  三是随身携带口罩,当与其他人近距离接触尤其是一米距离内时要佩戴好口罩。<sep>  四是减少与朋友相约观影,尽量自己或者陪同家人观影。在影剧院内不要有过多的交谈交流,减少聚集性谈话。<sep>  新京报记者 许雯<sep>(责编:小万)"
0,英国电影电视拍摄在遵守社交距离准则前提下复工,2020年05月12日 23:47,"  新浪娱乐讯 据外媒,英国文化、媒体和体育部(DCMC)已证实,在所有相关人员遵守社交距离指导准则的前提下,英国电影电视拍摄可以重新开始。<sep>  据悉,政府正与电影行业密切合作,以了解不同类型的电影如何遵守社交距离准则,并给影视从业人员信心,让他们相信有安全的方式可以重返工作岗位。<sep>(责编:Mia)"
0,日本部分电影院重新开门迎客 将放映经典老片,2020年05月12日 17:17,"  新浪娱乐讯 5月12日消息,据“映画.com”报道,日本东宝院线的10家直营影院将于15日起恢复营业,包括仙台、滨松、宇都宫、长崎等地的东宝影院,东京、大阪等大城市暂时没有公布恢复营业的计划。另外,日本Sunshine院线旗下的9家影院也将自13日起陆续恢复营业。<sep>  重新开门后的影院放啥?根据东宝影院仙台店的片单看,将会以经典老片为主,包括《绿野仙踪》《宾虚》《肖申克的救赎》《雌雄大盗》《伊甸之东》《银翼杀手》等。另外,本土电影则会有《天气之子》《你的名字。》《我想吃掉你的胰脏》《阿基拉》等片出现。(新娱/文)<sep>(责编:Koyo)"
0,斯派克-李受访称将担任戛纳电影节主竞赛单元主席,2020年05月12日 22:39,"  新浪娱乐讯 据外媒报道,斯派克·李受访时称将担任明年第74届戛纳电影节主竞赛单元主席。<sep>  斯派克·李表示:“我将担任2021年的戛纳电影节的主竞赛单元主席,我们已经和蒂耶里·福茂讨论过了,我会出席的。法国万岁!”就在几天前,福茂接受《银幕》采访时,还表示李的Netflix新片[誓血五人组]很精彩,有望入围非竞赛单元。<sep>(责编:Mia)"
0,韩国影院采用无接触式运营 人工智能机器人服务,2020年05月12日 16:02,"  新京报讯 5月12日,据外媒报道,无接触技术正在韩国多家影院得到应用。CJ集团运营下CGV影院将其在首尔汝矣岛的分店打造成了“无接触影院”,人工智能机器人、自动售货机和移动应用取代了人工服务,影院也试图推进这一措施成为新冠肺炎疫情后的新常态。<sep>  无接触影院里没有售票处和设有收银台的爆米花吧,取而代之的是售票机和自助售货机。自助售货机里可以购买爆米花、饮料和热狗。影院内还安装了12个取货箱,门上印着数字,观众可以通过CGV的应用程序订购食品,员工在收到订单后会准备零食,并把它们放进取货箱里。<sep>  在观影厅的入口处,小型扫描器取代了收票员的角色,观众可以通过手机扫码识别电影票。两个高约1.5米的自动驾驶机器人会在走廊上徘徊,负责向顾客提供每日的时间表信息,还可以护送顾客到洗手间。<sep>  CJ CGV智能创新团队负责人吴大锡表示:“我们预计观众对无接触影院的服务需求会增长,这也会成为新常态的一部分。我们将监控顾客和运营机构的反馈,考虑扩大无接触电影院系统,这有望为顾客提供更便利的服务并提高电影院的运营效率。”<sep>  此外,韩国的乐天影院也在旗下部分影院采用了无接触服务。顾客可以在带有语音识别系统的智能售票亭订票、换票、取票以及点餐。如果要购买的电影有观看年龄限制,顾客需要扫描他们的身份证。<sep>  伍迪·艾伦执导的电影《纽约的一个雨天》于5月6日在韩国首映,五天的时间里获得了4.67万美元的票房,位居榜首。《魔发精灵2》下滑至第二名。动画电影《魔发精灵2》于4月29日在韩国院线与流媒体同步上映,在经历两个周末之后总共获得75万美元票房。<sep>  新京报编辑 徐美琳<sep>(责编:小万)"
0,复联4布景师去世 曾被提名奥斯卡最佳艺术指导奖,2020年05月12日 12:35,"  新浪娱乐讯 据外媒,美国电影布景师莱斯利·波普(<sep>)5月6日家中去世,享年65岁。她曾以《奔腾年代》提名奥斯卡最佳艺术指导奖。她最后一部参与的作品是《复仇者联盟:终局之战》。<sep>  据悉,二月时,她曾动过心脏手术,数月以来都在修养中,却无预警在上周的家中辞世。<sep>(责编:小5)"
0,宋康昊李秉宪全度妍等合作新片 豪华阵容备受期待,2020年05月12日 10:39,"  新浪娱乐讯 5月12日,据韩媒,演员宋康昊、李秉宪、全度妍、金南佶、任时完、朴海俊、金素珍确定出演电影《非常宣言》构成了豪华的演员阵容。<sep>  12日,电影《非常宣言》的投资发行公司ShowBox方面公布了演员们确定出演的消息。《非常宣言》是一部航空灾难题材的电影,讲述了飞机在面临历史上罕见的灾情时,机长判断无法正常运行后无条件宣布紧急着陆命令而展开的故事。演员宋康昊将在电影中扮演追寻航空灾难事件的刑警,而演员李秉宪将扮演虽然有飞机恐惧症但为了女儿乘坐飞机的乘客。全度妍将在电影中变身为对抗紧急事态的女长官,金南佶则扮演副机长一角。任时完将饰演独自登上飞机的乘客,金素珍饰演飞机上的乘务员,而朴海俊则饰演为解决史无前例的紧急事态而努力的青瓦台危机管理中心室长。据悉,电影《非常宣言》的制作费超过200亿韩元,由曾拍摄电影《王者》的韩在林导演执导。<sep>  另外,电影《非常宣言》将于今年5月正式开机。<sep>(责编:罗罗)"
0,《战狼2》片方北文举报门:举报者持股再被冻结,2020年05月12日 09:46,"  新京报讯(记者 张妍頔)5月11日晚,北京文化第三大股东西藏金宝藏文化传媒有限公司(下称“西藏金宝藏”)所持部分股份被冻结,公告显示,西藏金宝藏所持有的北京文化2737.09万股股权被司法冻结,占其所持股份的59.40%,占总股本的3.82%,司法冻结执行人为北京市第三中级人民法院。<sep>  截至公告日,西藏金宝藏累计质押股数为3300.03万股,占北京文化总股本的4.61%。<sep>  4月29日,北京文化发布了2019年年报。当天晚上,自称为北京文化原副董事长娄晓曦的用户,在微博上举报北京文化系统性财务造假,并指控高管宋歌、张云龙涉嫌损害上市公司利益,欺诈发行债券等。娄晓曦表示,举报材料已获证监会受理。<sep>  除了是原副董事长,娄晓曦还是北京文化第三大股东西藏金宝藏文化传媒有限公司(下称“西藏金宝藏”)100%持股者、第四大股东新疆嘉梦股权投资合伙企业(有限合伙)(下称“新疆嘉梦”)的大股东。新疆嘉梦累计质押股数为1254万股,占公司总股本的1.75%。<sep>  随后,北京文化作出回应称,原副董事长、北京世纪伙伴文化传媒有限公司(下称:世纪伙伴)前法定代表人、董事长娄晓曦因涉嫌挪用资金罪,已出逃海外。北京市公安局朝阳分局已于1月19 日对其立案侦查。<sep>  北京文化还在回应中称,娄晓曦散布不实言论,诋毁污蔑北京文化,并对公司高管进行人身攻击,严重影响了公司的声誉及正常经营。<sep>  北京文化被举报一事引来监管的关注。深交所火速下发关注函,要求北京文化逐一说明举报信涉及的相关内容。<sep>  5月11日晚间,北京文化公告延迟回复深交所关注函。<sep>  新京报记者 张妍頔<sep>(责编:小万)"
0,韩影票房:《纽约雨天》夺冠 丹尼尔新片入榜,2020年05月11日 17:42,"  2020/05/08—2020/05/10(根据周末人次排名)<sep>  名次 片名 上映时间 占有率 周末人次 累计人次<sep>  1[34]<sep> 2020/05/06 21.3% 34,426 46,730<sep>  2[1]<sep> 2020/04/29 10.3% 19,361 118,771<sep>  3[新]<sep> 2020/05/06 11.2% 18,827 22,997<sep>  4[5]《翻越那座山》 2020/04/30 8.6% 16,034 76,135<sep>  5[4]<sep> 2017/03/30 9.1% 14,640 58,368<sep>  6[2]<sep> 2020/04/29 6.0% 10,075 71,222<sep>  7[3]《湖畔酒店》 2020/04/29 5.2% 8,716 61,129<sep>  8[8] <sep> 2020/02/19 5.0% 8,148 858,817<sep>  9[7]<sep> 2020/04/29 4.6% 7,420 51,332<sep>  10[9]<sep> 2016/12/07 2.0% 5,754 3,728,010<sep>  韩国最新票房榜出炉,伍迪艾伦执导的影片<sep>成为冠军。影片在刚刚过去的周末共迎来3.4万人观影,市场占有率超过两成,这也侧面反映了疫情下的韩国电影市场的冷清。梦工厂的《魔发精灵2:世界之旅》降至榜单第二位,影片在韩上映的第二个周末,观众数不足2万人,抢占超过一成票房市场,并将影片的累计观众数改写至10万人次以上。<sep>  丹尼尔•雷德克里夫主演的犯罪片<sep>新片上榜排在第三位,影片根据真实事件改编,讲述了丹尼尔扮演的蒂姆•詹金作为两名南非白人中的一员于1978年因为参加非洲人民大会秘密反种族隔离行动而被视为恐怖分子入狱,并策划越狱活动的故事。影片在刚刚过去的周末成功吸引了近2万观众走进电影院。<sep>  韩国本土片《翻越那座山》本周升至榜单第四位,周末观众数及市场占有率两项数据均与上周持平。经典影片<sep>紧随其后凭借近1.4万观众的支持,排在本周榜单的第五位,市场占有率甚至好于《那座山》。<sep>  宋芸桦、宋威龙主演的青春片<sep>降至榜单第六位,影片在韩上映的第二个周末共迎来超过1万观众观影。韩国恐怖片《湖畔酒店》继续紧随其后,周末观众人数不足9000人次。战争片<sep>继续在榜单停留,在刚刚过去的周末共吸引8148人观影,值得一提的是影片在韩已上映十二周之久。美国电影<sep>降至榜单第九位,影片凭借7420名观众的支持赢得了4.6%的市场。经典歌舞片<sep>本周榜单垫底,在刚刚过去的周末有5754名观众选择走进电影院重温这部影片,这个数据约为上周同期的一半水平。(雪莉天才)<sep>(责编:大米)"
0,宋仲基新片《波哥大》剧组否认解散 有望夏季重启,2020年05月11日 14:19,"  新浪娱乐讯 据国外媒体报道,韩星宋仲基和李熙俊主演的电影《波哥大》今年初在哥伦比亚拍外景,但随后因新冠肺炎肆虐全球,当地3月封国,影片决定暂停拍摄,剧组成员陆续返回韩国。<sep>  据报道,该片4月在韩国国内拍摄亦已停止,除部分工作人员外,其他工作人员也已解散。不过据相关电影人士称,影片不是没拍摄计划,剧组以今夏再到当地拍摄为目标,但也要视乎到时当地实际情况。<sep>  剧组方面亦回应,称拍摄不会无疾而终,预计将于今年夏天恢复哥伦比亚的拍摄。<sep>(责编:小万)"
0,上海迪士尼乐园重开 公主和超级英雄集体迎客,2020年05月11日 14:12,"  新京报讯 (记者 李妍)5月11日,在停业3个多月后,上海迪士尼度假区今日重新对公众开放。这也是全球第一家恢复开园的迪士尼,目前首周门票已售罄。<sep>  今早在乐园正式开园之前,一场特别的庆祝仪式也在换上春季新装的 “花样米妮”花坛前举行。来自乐园各个主题园区的演职人员和受邀的迪士尼粉丝与嘉宾一起,加入米奇和他的朋友们、达菲和他的伙伴们、漫威超级英雄、迪士尼公主、玩具总动员的伙伴们等30多位迪士尼朋友,共同见证这一重要而特殊的时刻。<sep>  上海迪士尼度假区总裁及总经理薛逸骏表示:“自3月初迪士尼小镇、星愿公园和上海迪士尼乐园酒店恢复运营以来,来自广大游客和迪士尼粉丝们的热情和鼓励让我们备受感动。今天,在我们的演职人员和各方的不懈努力和支持下,我们非常高兴重新开放上海迪士尼乐园,共同铭记这个充满欢乐的时刻,期待和欢迎游客回到这个神奇的地方。”<sep>  据了解,上海迪士尼度假区与当地监管部门在上海迪士尼乐园重新开放事项上保持密切配合。 在恢复运营初期,上海迪士尼乐园将实施一系列新的运营举措和流程,包括实行限流、要求游客提前购票及预约入园;在乐园内的排队区域、餐厅、游乐项目和其他设施安排安全距离;以及增加卫生消毒的频次等。<sep>  新京报记者 李妍<sep>(责编:小万)"
